X,Y,Interpolated
-54.4633,-61.6016,-114.36261807043516
-54.3833,-61.6016,-93.00385408967904
-54.3033,-61.6016,-29.935618075584078
-54.2233,-61.6016,40.06696803075806
-54.1433,-61.6016,107.41695318493112
-54.0633,-61.6016,170.2649069574183
-53.9833,-61.6016,225.18984230354565
-53.9033,-61.6016,266.0974763493159
-53.8233,-61.6016,297.5659513449118
-53.7433,-61.6016,321.0769856607282
-53.6633,-61.6016,337.49152844135125
-53.5833,-61.6016,347.7415156031475
-53.5033,-61.6016,352.63726269433107
-57.7433,-61.5216,67.41367160443006
-57.6633,-61.5216,54.05780603804371
-57.5833,-61.5216,32.361619126154075
-57.5033,-61.5216,25.965466384237526
-57.4233,-61.5216,53.75004082088926
-57.3433,-61.5216,76.7178964083816
-57.2633,-61.5216,84.49771573267056
-57.1833,-61.5216,72.19013832178821
-57.1033,-61.5216,36.704452757682965
-57.0233,-61.5216,-12.821803820430418
-56.9433,-61.5216,-1.7991596266852288
-56.8633,-61.5216,24.40296631123839
-56.7833,-61.5216,32.52708532118408
-56.7033,-61.5216,25.880189299944114
-56.6233,-61.5216,13.3460766191638
-56.5433,-61.5216,2.279080217704214
-56.4633,-61.5216,-2.953712988213211
-56.3833,-61.5216,-1.6222061270733987
-56.3033,-61.5216,3.3986125841810644
-56.2233,-61.5216,8.258975275109664
-56.1433,-61.5216,9.881072160519905
-56.0633,-61.5216,4.8873258609290335
-55.9833,-61.5216,-23.48333201354378
-55.9033,-61.5216,-44.371069515098604
-55.8233,-61.5216,-53.35864483507608
-55.7433,-61.5216,-54.299758893892886
-55.6633,-61.5216,-53.84206903904857
-55.5833,-61.5216,-59.297819047029385
-55.5033,-61.5216,-74.76523300098319
-55.4233,-61.5216,-91.40284401269776
-55.3433,-61.5216,-69.56873738128249
-55.2633,-61.5216,93.69298103853518
-55.1833,-61.5216,383.08688217513975
-55.1033,-61.5216,683.003890927567
-55.0233,-61.5216,797.2710275769538
-54.9433,-61.5216,700.8846846713529
-54.8633,-61.5216,584.0304229102009
-54.7833,-61.5216,476.2399220889365
-54.7033,-61.5216,362.1989275283507
-54.6233,-61.5216,216.53276252685845
-54.5433,-61.5216,30.517148383483757
-54.4633,-61.5216,-115.67963711992348
-54.3833,-61.5216,-45.0417555909343
-54.3033,-61.5216,50.53699737592016
-54.2233,-61.5216,137.98718430830993
-54.1433,-61.5216,218.010301347085
-54.0633,-61.5216,293.4485092451557
-53.9833,-61.5216,354.9866249104166
-53.9033,-61.5216,379.2066207751607
-53.8233,-61.5216,391.19814293835555
-53.7433,-61.5216,396.8010332709333
-53.6633,-61.5216,398.8146033046007
-53.5833,-61.5216,399.1653576190153
-53.5033,-61.5216,399.05938368746354
-57.7433,-61.4416,-10.835350678692734
-57.6633,-61.4416,-19.94400167923072
-57.5833,-61.4416,-30.881314257803062
-57.5033,-61.4416,-21.43605655760024
-57.4233,-61.4416,23.20347101130958
-57.3433,-61.4416,72.56648198029892
-57.2633,-61.4416,115.12673329673703
-57.1833,-61.4416,144.86231355940004
-57.1033,-61.4416,156.2193837365857
-57.0233,-61.4416,148.4079975614361
-56.9433,-61.4416,151.43969015821818
-56.8633,-61.4416,141.87803242510637
-56.7833,-61.4416,112.41000008043777
-56.7033,-61.4416,73.75868810283522
-56.6233,-61.4416,36.788744652464366
-56.5433,-61.4416,9.40526620375624
-56.4633,-61.4416,-3.6337000378116224
-56.3833,-61.4416,-2.9662667150926927
-56.3033,-61.4416,3.57358087512764
-56.2233,-61.4416,7.280441663720673
-56.1433,-61.4416,1.6700254556423553
-56.0633,-61.4416,-16.33267127138409
-55.9833,-61.4416,-49.37885594493032
-55.9033,-61.4416,-67.85231896322415
-55.8233,-61.4416,-71.33780146028664
-55.7433,-61.4416,-65.06613581128106
-55.6633,-61.4416,-56.010806887034654
-55.5833,-61.4416,-52.91807474444545
-55.5033,-61.4416,-63.175076594804786
-55.4233,-61.4416,-79.58003130469203
-55.3433,-61.4416,-57.07713956053969
-55.2633,-61.4416,79.74987283350396
-55.1833,-61.4416,322.9340750489282
-55.1033,-61.4416,585.4814084842238
-55.0233,-61.4416,712.434110752804
-54.9433,-61.4416,679.4764707464799
-54.8633,-61.4416,625.1348374842013
-54.7833,-61.4416,577.7300191898158
-54.7033,-61.4416,527.5087339893062
-54.6233,-61.4416,449.41538387065174
-54.5433,-61.4416,321.144184515862
-54.4633,-61.4416,184.063919077086
-54.3833,-61.4416,193.6724876615919
-54.3033,-61.4416,233.36806640677497
-54.2233,-61.4416,280.68044433005485
-54.1433,-61.4416,334.9707726941471
-54.0633,-61.4416,394.40459724107785
-53.9833,-61.4416,445.3422688939308
-53.9033,-61.4416,464.62230441432695
-53.8233,-61.4416,466.2274896992186
-53.7433,-61.4416,458.8983972721422
-53.6633,-61.4416,449.2492488144571
-53.5833,-61.4416,441.2578715003067
-53.5033,-61.4416,436.8863408400536
-57.7433,-61.3616,-49.672595576975304
-57.6633,-61.3616,-50.12872974662343
-57.5833,-61.3616,-44.28378470640707
-57.5033,-61.3616,-19.12298709851551
-57.4233,-61.3616,31.035712063315028
-57.3433,-61.3616,95.25130931896341
-57.2633,-61.3616,166.47137882084857
-57.1833,-61.3616,240.894679768332
-57.1033,-61.3616,312.3864198133963
-57.0233,-61.3616,362.5156694971829
-56.9433,-61.3616,349.48235700365154
-56.8633,-61.3616,281.655740062565
-56.7833,-61.3616,198.62989862144514
-56.7033,-61.3616,120.5610141476266
-56.6233,-61.3616,56.92576073739929
-56.5433,-61.3616,13.61843513192977
-56.4633,-61.3616,-4.442221952300313
-56.3833,-61.3616,1.288687562257075
-56.3033,-61.3616,14.904883984189638
-56.2233,-61.3616,21.118093387455428
-56.1433,-61.3616,8.288301417714099
-56.0633,-61.3616,-26.901061186141504
-55.9833,-61.3616,-69.69912829343447
-55.9033,-61.3616,-83.03023854262698
-55.8233,-61.3616,-80.69327386553435
-55.7433,-61.3616,-67.24763794939216
-55.6633,-61.3616,-47.11662959696046
-55.5833,-61.3616,-29.53727488027069
-55.5033,-61.3616,-29.401305530202745
-55.4233,-61.3616,-53.056927055027
-55.3433,-61.3616,-52.27838238378699
-55.2633,-61.3616,15.35716873091571
-55.1833,-61.3616,142.48422201606652
-55.1033,-61.3616,283.2803532464161
-55.0233,-61.3616,400.7571682890394
-54.9433,-61.3616,488.22267398110944
-54.8633,-61.3616,555.7367644876998
-54.7833,-61.3616,619.1189072324997
-54.7033,-61.3616,684.4624173044567
-54.6233,-61.3616,740.5172264314549
-54.5433,-61.3616,747.3089493020944
-54.4633,-61.3616,637.089744922468
-54.3833,-61.3616,529.5485160362766
-54.3033,-61.3616,459.41498914176617
-54.2233,-61.3616,429.0992949596708
-54.1433,-61.3616,432.70183202733324
-54.0633,-61.3616,460.2248921932074
-53.9833,-61.3616,495.00323127193076
-53.9033,-61.3616,515.5089506115423
-53.8233,-61.3616,512.4572409610544
-53.7433,-61.3616,496.59441831136155
-53.6633,-61.3616,478.98196902324196
-53.5833,-61.3616,465.40829734784495
-53.5033,-61.3616,458.2418222775524
-57.7433,-61.2816,-60.782876027834384
-57.6633,-61.2816,-54.404112370507555
-57.5833,-61.2816,-37.122150110587604
-57.5033,-61.2816,-2.62320129725487
-57.4233,-61.2816,48.36335968584857
-57.3433,-61.2816,117.16243133024625
-57.2633,-61.2816,202.2573545277297
-57.1833,-61.2816,303.74187731535346
-57.1033,-61.2816,419.20756787981503
-57.0233,-61.2816,524.2176017784655
-56.9433,-61.2816,494.0643460519058
-56.8633,-61.2816,371.1468673957923
-56.7833,-61.2816,247.05120180527652
-56.7033,-61.2816,142.4596820785004
-56.6233,-61.2816,62.599412908591475
-56.5433,-61.2816,11.079904010379353
-56.4633,-61.2816,-4.815148353638437
-56.3833,-61.2816,16.37566085881417
-56.3033,-61.2816,47.39528005826062
-56.2233,-61.2816,67.37788444936703
-56.1433,-61.2816,58.517276835135576
-56.0633,-61.2816,11.435918614817677
-55.9833,-61.2816,-51.738388934237285
-55.9033,-61.2816,-65.0041247248604
-55.8233,-61.2816,-70.22676326931344
-55.7433,-61.2816,-60.991447505593534
-55.6633,-61.2816,-36.86075767369989
-55.5833,-61.2816,-6.930767607228254
-55.5033,-61.2816,4.800049854645509
-55.4233,-61.2816,-36.57953742658644
-55.3433,-61.2816,-67.8132786255201
-55.2633,-61.2816,-67.70692984478393
-55.1833,-61.2816,-45.638126688305114
-55.1033,-61.2816,-19.82394611362006
-55.0233,-61.2816,78.4998650380846
-54.9433,-61.2816,264.20501972074175
-54.8633,-61.2816,431.7499018100603
-54.7833,-61.2816,587.2959765708061
-54.7033,-61.2816,751.6166631289774
-54.6233,-61.2816,933.4290340680222
-54.5433,-61.2816,1090.3645988984244
-54.4633,-61.2816,982.608902632267
-54.3833,-61.2816,776.9034638972723
-54.3033,-61.2816,617.2421585393367
-54.2233,-61.2816,520.7878421970554
-54.1433,-61.2816,478.37417045157747
-54.0633,-61.2816,477.01495708512186
-53.9833,-61.2816,501.1449716557804
-53.9033,-61.2816,528.1682666167056
-53.8233,-61.2816,522.2418545653702
-53.7433,-61.2816,501.4796220207865
-53.6633,-61.2816,480.82469975987414
-53.5833,-61.2816,465.7722351516473
-53.5033,-61.2816,458.03658975466453
-57.7433,-61.2016,-57.544160403697695
-57.6633,-61.2016,-48.19817484542551
-57.5833,-61.2016,-27.204871740831365
-57.5033,-61.2016,7.805104241676703
-57.4233,-61.2016,54.75557465777968
-57.3433,-61.2016,116.72701242435774
-57.2633,-61.2016,193.48528577305578
-57.1833,-61.2016,284.21607540321065
-57.1033,-61.2016,384.0272472551381
-57.0233,-61.2016,467.89635235075076
-56.9433,-61.2016,441.46662833150333
-56.8633,-61.2016,335.0348570718899
-56.7833,-61.2016,221.59226730339662
-56.7033,-61.2016,123.50379373246548
-56.6233,-61.2016,49.347764701437484
-56.5433,-61.2016,6.311586492897987
-56.4633,-61.2016,5.087914968586455
-56.3833,-61.2016,48.00583218893146
-56.3033,-61.2016,106.22186737477065
-56.2233,-61.2016,156.1624681787914
-56.1433,-61.2016,175.94129878830117
-56.0633,-61.2016,148.57731106537008
-55.9833,-61.2016,80.50328015306775
-55.9033,-61.2016,21.054058577236773
-55.8233,-61.2016,-31.23506309249238
-55.7433,-61.2016,-49.42923201212686
-55.6633,-61.2016,-39.19977495864883
-55.5833,-61.2016,-19.006543131485117
-55.5033,-61.2016,-14.727620343391173
-55.4233,-61.2016,-48.6902119419688
-55.3433,-61.2016,-88.01843519922447
-55.2633,-61.2016,-115.80065619754814
-55.1833,-61.2016,-128.9695098645262
-55.1033,-61.2016,-118.88567115900781
-55.0233,-61.2016,-32.15819510836045
-54.9433,-61.2016,135.009547449303
-54.8633,-61.2016,309.03958396132737
-54.7833,-61.2016,478.36941158574575
-54.7033,-61.2016,654.3365494979633
-54.6233,-61.2016,844.5370668454757
-54.5433,-61.2016,1012.4485885619698
-54.4633,-61.2016,952.2405973588246
-54.3833,-61.2016,776.7785323947859
-54.3033,-61.2016,619.5921936683307
-54.2233,-61.2016,509.5748410540088
-54.1433,-61.2016,447.387947182153
-54.0633,-61.2016,428.3374844590869
-53.9833,-61.2016,445.85474518369824
-53.9033,-61.2016,482.3890093721597
-53.8233,-61.2016,481.05859839899045
-53.7433,-61.2016,465.7496582428347
-53.6633,-61.2016,451.10892730738846
-53.5833,-61.2016,440.67505042159155
-53.5033,-61.2016,435.3549332714578
-57.7433,-61.1216,-49.02240421078882
-57.6633,-61.1216,-39.8817529389256
-57.5833,-61.1216,-20.90553600731993
-57.5033,-61.1216,8.184255497558453
-57.4233,-61.1216,46.03779809590507
-57.3433,-61.1216,91.97602155728208
-57.2633,-61.1216,143.29010491879276
-57.1833,-61.1216,195.08414228922183
-57.1033,-61.1216,239.16663669049765
-57.0233,-61.1216,262.55091227741303
-56.9433,-61.1216,250.47622239706337
-56.8633,-61.1216,201.8797546127314
-56.7833,-61.1216,136.07515465291434
-56.7033,-61.1216,70.63402131920535
-56.6233,-61.1216,19.943223329682624
-56.5433,-61.1216,-1.7458664123696181
-56.4633,-61.1216,21.00711782598046
-56.3833,-61.1216,89.78709882735052
-56.3033,-61.1216,181.4631570402541
-56.2233,-61.1216,272.8388745796227
-56.1433,-61.1216,340.2062840517601
-56.0633,-61.1216,355.7952046589284
-55.9833,-61.1216,288.67938630895713
-55.9033,-61.1216,152.14570482048427
-55.8233,-61.1216,20.633800570068818
-55.7433,-61.1216,-35.72138296828531
-55.6633,-61.1216,-45.13868471330698
-55.5833,-61.1216,-38.45251426018251
-55.5033,-61.1216,-40.46303028750449
-55.4233,-61.1216,-64.34324673687765
-55.3433,-61.1216,-96.6942996207102
-55.2633,-61.1216,-123.84339065483756
-55.1833,-61.1216,-135.3028572525384
-55.1033,-61.1216,-116.2903662844421
-55.0233,-61.1216,-43.139720375005034
-54.9433,-61.1216,73.80830769566238
-54.8633,-61.1216,197.69634412357655
-54.7833,-61.1216,314.5214989330373
-54.7033,-61.1216,421.1340536358448
-54.6233,-61.1216,514.9567109372169
-54.5433,-61.1216,585.9136821563211
-54.4633,-61.1216,610.5912360651198
-54.3833,-61.1216,559.0329583323124
-54.3033,-61.1216,479.26248483252357
-54.2233,-61.1216,402.9311049626687
-54.1433,-61.1216,345.6898533041937
-54.0633,-61.1216,316.73728502747457
-53.9833,-61.1216,323.22558985998114
-53.9033,-61.1216,358.91957202250546
-53.8233,-61.1216,381.8180460139866
-53.7433,-61.1216,391.2375842348425
-53.6633,-61.1216,394.22142824633016
-53.5833,-61.1216,394.7287713877645
-53.5033,-61.1216,394.6144594442763
-57.7433,-61.0416,-39.45306429326711
-57.6633,-61.0416,-32.045977489950296
-57.5833,-61.0416,-17.450850721437543
-57.5033,-61.0416,3.527288017405541
-57.4233,-61.0416,29.599119504214567
-57.3433,-61.0416,56.76016512442054
-57.2633,-61.0416,79.5032439974225
-57.1833,-61.0416,89.74035823959244
-57.1033,-61.0416,78.13717152039678
-57.0233,-61.0416,44.78245819845232
-56.9433,-61.0416,47.752691790193104
-56.8633,-61.0416,54.05013510339522
-56.7833,-61.0416,37.35569889558713
-56.7033,-61.0416,8.35657631826008
-56.6233,-61.0416,-15.818619642225915
-56.5433,-61.0416,-16.436757824147662
-56.4633,-61.0416,29.74312994093355
-56.3833,-61.0416,127.07167569442022
-56.3033,-61.0416,251.43053401892305
-56.2233,-61.0416,382.7062414010328
-56.1433,-61.0416,498.8407718656981
-56.0633,-61.0416,565.4244173580631
-55.9833,-61.0416,503.0156459949712
-55.9033,-61.0416,282.0418082627902
-55.8233,-61.0416,61.91388475693815
-55.7433,-61.0416,-18.6142352588391
-55.6633,-61.0416,-41.863182619561414
-55.5833,-61.0416,-45.71224961405659
-55.5033,-61.0416,-51.36191619977308
-55.4233,-61.0416,-67.76541463541477
-55.3433,-61.0416,-89.4580063532053
-55.2633,-61.0416,-106.30245551301849
-55.1833,-61.0416,-107.38926028294685
-55.1033,-61.0416,-81.25897885603656
-55.0233,-61.0416,-21.809066881989885
-54.9433,-61.0416,45.391759851511665
-54.8633,-61.0416,104.37204732274883
-54.7833,-61.0416,148.3155461867982
-54.7033,-61.0416,165.51023784698327
-54.6233,-61.0416,147.42257876516652
-54.5433,-61.0416,114.4047216510394
-54.4633,-61.0416,224.30303126150028
-54.3833,-61.0416,284.88601911713636
-54.3033,-61.0416,287.3697820177191
-54.2233,-61.0416,255.97214783539292
-54.1433,-61.0416,213.2556384263597
-54.0633,-61.0416,178.52178206521026
-53.9833,-61.0416,175.78532281185392
-53.9033,-61.0416,222.19270414070502
-53.8233,-61.0416,269.37435055652037
-53.7433,-61.0416,303.9574901455615
-53.6633,-61.0416,326.2847807188765
-53.5833,-61.0416,339.21623531634276
-53.5033,-61.0416,345.08215056936916
-57.7433,-60.9616,-30.15628656657253
-57.6633,-60.9616,-24.688417480502128
-57.5833,-60.9616,-14.398893138902698
-57.5033,-60.9616,-0.6513947480804693
-57.4233,-60.9616,14.965193748601521
-57.3433,-60.9616,27.562101886139732
-57.2633,-60.9616,31.47321188876954
-57.1833,-60.9616,19.695119884685255
-57.1033,-60.9616,-13.225665049666139
-57.0233,-60.9616,-59.01748763282417
-56.9433,-60.9616,-55.79309778875939
-56.8633,-60.9616,-34.93520763510758
-56.7833,-60.9616,-29.917056680824558
-56.7033,-60.9616,-36.970981292573775
-56.6233,-60.9616,-41.53182606668787
-56.5433,-60.9616,-24.765770952099487
-56.4633,-60.9616,38.31499259164354
-56.3833,-60.9616,153.08792957777501
-56.3033,-60.9616,296.05841527332007
-56.2233,-60.9616,447.94192587451454
-56.1433,-60.9616,585.6405242381103
-56.0633,-60.9616,669.8284084520182
-55.9833,-60.9616,611.36608898568
-55.9033,-60.9616,372.98933374607265
-55.8233,-60.9616,124.02275527809914
-55.7433,-60.9616,24.708050819543626
-55.6633,-60.9616,-15.580779016895196
-55.5833,-60.9616,-32.00952604932318
-55.5033,-60.9616,-42.77358222490883
-55.4233,-60.9616,-55.79663706570126
-55.3433,-60.9616,-69.57758390569384
-55.2633,-60.9616,-77.72901465774386
-55.1833,-60.9616,-72.51312166282365
-55.1033,-60.9616,-47.87058910737433
-55.0233,-60.9616,-6.281742062948038
-54.9433,-60.9616,24.15793715850759
-54.8633,-60.9616,36.51924368040482
-54.7833,-60.9616,30.265291549652158
-54.7033,-60.9616,-2.6757999017874736
-54.6233,-60.9616,-62.46857019114447
-54.5433,-60.9616,-111.65790683751435
-54.4633,-60.9616,-0.3553306951214671
-54.3833,-60.9616,94.02897086266307
-54.3033,-60.9616,135.43425333879537
-54.2233,-60.9616,132.25251913445103
-54.1433,-60.9616,102.67212262787794
-54.0633,-60.9616,68.26332789502145
-53.9833,-60.9616,62.341944753588315
-53.9033,-60.9616,116.75305287822728
-53.8233,-60.9616,178.4769742449279
-53.7433,-60.9616,229.20038546928856
-53.6633,-60.9616,265.0470005971205
-53.5833,-60.9616,287.1757865639085
-53.5033,-60.9616,297.6068962398631
-57.7433,-60.8816,-21.430719991900354
-57.6633,-60.8816,-17.418398039601936
-57.5833,-60.8816,-10.11687150890905
-57.5033,-60.8816,-1.0351946961722176
-57.4233,-60.8816,7.520006516254273
-57.3433,-60.8816,12.438029858829323
-57.2633,-60.8816,10.303834391706928
-57.1833,-60.8816,-1.9867689939919329
-57.1033,-60.8816,-24.53963722044154
-57.0233,-60.8816,-49.13318601462804
-56.9433,-60.8816,-55.80883250500763
-56.8633,-60.8816,-52.63531707439324
-56.7833,-60.8816,-52.381426549023274
-56.7033,-60.8816,-54.67739090021076
-56.6233,-60.8816,-49.99630152773387
-56.5433,-60.8816,-22.51250069768016
-56.4633,-60.8816,47.574057168841854
-56.3833,-60.8816,163.71707997419838
-56.3033,-60.8816,306.5597909747583
-56.2233,-60.8816,455.5855195085879
-56.1433,-60.8816,585.2661291191439
-56.0633,-60.8816,655.3722485535058
-55.9833,-60.8816,605.286775696724
-55.9033,-60.8816,420.27639103648835
-55.8233,-60.8816,216.05338923359477
-55.7433,-60.8816,94.09626194594708
-55.6633,-60.8816,30.693277562982942
-55.5833,-60.8816,-0.9427300652748537
-55.5033,-60.8816,-18.742422548419995
-55.4233,-60.8816,-32.08662341782185
-55.3433,-60.8816,-42.409480914311594
-55.2633,-60.8816,-46.86616870041189
-55.1833,-60.8816,-41.71042054397048
-55.1033,-60.8816,-25.74833632580059
-55.0233,-60.8816,-4.8560631398367695
-54.9433,-60.8816,4.945454659056723
-54.8633,-60.8816,-1.8387657101657253
-54.7833,-60.8816,-24.490919060654623
