Fecha,Latitud,Longitud,Krill,SSSm,SSTm,Um,Vm,ZOSm,CHLm,OMLm,bat
1995-02-01,-61.8416,-57.7433,8.061448878634726,33.62376778386533,-272.00572041480666,0.0018311105668544,0.0231940671801567,-1.6174810007214546,2.1798204801077574,21.362957656383514,-245
1995-02-01,-61.8416,-57.6433,8.22303777067124,33.59477519989014,-271.9857204152537,0.0012207403779029,0.0445570237934589,-1.6174810007214546,2.112764258365769,24.10962364077568,-300
1995-02-01,-61.8416,-57.5433,8.209735822030089,33.571886317804456,-271.9639347014549,0.0018311105668544,0.0469985045492649,-1.618396556004882,2.013675501676301,24.414808750152588,-243
1995-02-01,-61.8416,-57.4433,7.234945721448156,33.55815298855305,-271.9414347019578,0.0097659230232238,0.0378429517149925,-1.620532851666212,1.8987647075924208,20.90517999231816,-246
1995-02-01,-61.8416,-57.3433,5.415052216225019,33.55815298855305,-271.92072041670656,0.0134281441569328,0.0305185094475746,-1.6208380367606878,1.7379301174449522,19.98962466418743,-278
1995-02-01,-61.8416,-57.2433,3.455076076372141,33.55815298855305,-271.90572041704183,0.0177007354795932,0.0262459181249141,-1.6211432218551636,1.5474168164698547,19.684439554810524,-296
1995-02-01,-61.8416,-57.1433,1.6992778962352293,33.55357521213591,-271.90000613145526,0.0219733268022537,0.0238044373691082,-1.6211432218551636,1.3500508246421694,19.684439554810524,-325
1995-02-01,-61.8416,-57.0433,0.3597405815661115,33.5474715102464,-271.9007204171536,0.0262459181249141,0.0238044373691082,-1.6208380367606878,1.1370728808616548,19.684439554810524,-356
1995-02-01,-61.8416,-56.9433,0.0,33.52763447910547,-271.9075061312876,0.0329599902033805,0.036011841148138,-1.6211432218551636,0.9659447213458856,19.226661890745163,-371
1995-02-01,-61.8416,-56.8433,0.0,33.513901149854064,-271.91536327396915,0.0378429517149925,0.0494399853050708,-1.6223639622330666,0.8065822337045697,19.379254445433617,-412
1995-02-01,-61.8416,-56.7433,0.0,33.4971159696579,-271.9221489881032,0.0457777641713619,0.0689718313515186,-1.624195072799921,0.679903504905218,19.07406933605671,-464
1995-02-01,-61.8416,-56.6433,0.3951659286146282,33.47880486398935,-271.92250613095234,0.0585955381393432,0.0939970090985298,-1.6272469237446785,0.6293281351107813,18.005921453237534,-507
1995-02-01,-61.8416,-56.5433,0.8833954614645434,33.47880486398935,-271.9192918453099,0.0775170139968395,0.1202429272234439,-1.6318247001618147,0.5817603181860411,15.717033132910728,-563
1995-02-01,-61.8416,-56.4433,1.1502803902799794,33.5474715102464,-271.9132204168742,0.111697744578123,0.1373332925140857,-1.644642474129796,0.5387296774937662,13.580737367272375,-717
1995-02-01,-61.8416,-56.3433,1.1792104271255792,33.58714557252824,-271.9114347026284,0.1184118166565895,0.1232947781682014,-1.650746176019311,0.535472108454385,13.885922476649284,-932
1995-02-01,-61.8416,-56.2433,1.0886132001546214,33.61766408197582,-271.9192918453099,0.117801446467638,0.1031525619328022,-1.6559343226253986,0.5496884617150367,14.343700140714644,-609
1995-02-01,-61.8416,-56.1433,0.898910718514362,33.63597518764436,-271.9303632736339,0.1123081147670745,0.0830103456974029,-1.6599017288535831,0.5496014433805683,14.95407035946846,-1001
1995-02-01,-61.8416,-56.0433,0.6351746105663099,33.64970851689577,-271.9410775591087,0.1049836724996566,0.0659199804067611,-1.662648394703865,0.5522879120645983,15.41184802353382,-1233
1995-02-01,-61.8416,-55.9433,0.4311944318684608,33.6619159206748,-271.93607755922045,0.0909451581537723,0.0427259132266044,-1.6660054307430985,0.5620795028903477,16.327403351664543,-1692
1995-02-01,-61.8416,-55.8433,0.289639362082999,33.66496777161956,-271.9103632740809,0.0860621966421604,0.0366222113370895,-1.6669209860265255,0.570064956436676,16.785181015729904,-2103
1995-02-01,-61.8416,-55.7433,0.1524688084581508,33.66649369709194,-271.86393470369006,0.0817896053194999,0.0329599902033805,-1.6672261711210012,0.573119565951007,16.937773570418358,-2495
1995-02-01,-61.8416,-55.6433,0.080551152438244,33.66496777161956,-271.8110775620144,0.078127384185791,0.0311288796365261,-1.667531356215477,0.5957905415150337,17.242958679795265,-2670
1995-02-01,-61.8416,-55.5433,0.1994121615756152,33.6619159206748,-271.7696489915118,0.0750755332410335,0.0305185094475746,-1.6678365413099527,0.6080129778896725,17.39555123448372,-2312
1995-02-01,-61.8416,-55.4433,0.667163940856101,33.65123444236815,-271.7450061349198,0.0695822015404701,0.0292977690696716,-1.6684469114989042,0.6213929531364023,17.39555123448372,-1052
1995-02-01,-61.8416,-55.3433,1.5361090711587702,33.643604815006256,-271.7464347063164,0.0683614611625671,0.0274666585028171,-1.6684469114989042,0.6222226616776956,17.09036612510681,-1363
1995-02-01,-61.8416,-55.2433,2.7207709901126176,33.63902703858912,-271.7696489915118,0.0677510909736156,0.0256355479359626,-1.6684469114989042,0.6243367621555722,16.937773570418358,-2042
1995-02-01,-61.8416,-55.1433,3.981732346522432,33.63902703858912,-271.8110775620144,0.0659199804067611,0.0238044373691082,-1.6684469114989042,0.6307464456082917,16.785181015729904,-2039
1995-02-01,-61.8416,-55.0433,4.870132532497941,33.645130740478635,-271.8692918464275,0.0634784996509552,0.0219733268022537,-1.6681417264044285,0.6321421412548417,16.63258846104145,-2096
1995-02-01,-61.8416,-54.9433,4.75383443134568,33.65886406973004,-271.94893470179017,0.0549333170056343,0.0189214758574962,-1.6672261711210012,0.6297946491550426,17.548143789172173,-1568
