SSSm,SSTm,Um,Vm,ZOSm,CHLm,OMLm,Fecha,Longitud,Latitud,Krill
34.03729358687997,273.6674132397579,-0.0445570237934589,0.0476088747382164,-1.6486098803579807,0.3749968111515045,19.53184700012207,2018-12,-57.7433,-61.8416,0.6671759634389948
34.017456555739045,273.666445497844,-0.0488296151161193,0.1043733023107051,-1.6501358058303597,0.3832597434520721,18.7688842266798,2018-12,-57.6433,-61.8416,0.285106129319206
33.99609359912574,273.6593487238091,-0.0408948026597499,0.1257362589240074,-1.65440839715302,0.3741914927959442,22.125920429825783,2018-12,-57.5433,-61.8416,4.384696079822421
33.994567673653364,273.6525745304121,-0.0207525864243507,0.0714133121073246,-1.6623432096093893,0.3644919693470001,20.59999488294125,2018-12,-57.4433,-61.8416,0.694468026987054
33.9991454500705,273.6445100144633,-0.0152592547237873,0.0469985045492649,-1.6641743201762438,0.3621483147144317,19.379254445433617,2018-12,-57.3433,-61.8416,0.8134058581706429
33.99761952459812,273.63741324042843,-0.0061037018895149,0.0427259132266044,-1.6647846903651953,0.399885356426239,19.07406933605671,2018-12,-57.2433,-61.8416,1.297003510908961
33.99609359912574,273.62999388575554,0.0054933317005634,0.0476088747382164,-1.6657002456486223,0.4195316135883331,19.226661890745163,2018-12,-57.1433,-61.8416,5.419638900139271
33.994567673653364,273.6248325955483,0.0170903652906417,0.0506607256829738,-1.6669209860265255,0.4383235275745392,19.226661890745163,2018-12,-57.0433,-61.8416,3.272822317650968
33.99609359912574,273.6219293698068,0.0354014709591865,0.0476088747382164,-1.6693624667823317,0.4270640909671783,19.379254445433617,2018-12,-56.9433,-61.8416,4.189387897477342
33.993041748180985,273.6196713053411,0.0427259132266044,0.0482192449271678,-1.6702780220657587,0.4418812692165375,19.226661890745163,2018-12,-56.8433,-61.8416,5.847277858580389
33.98541212081909,273.6183809827893,0.0500503554940223,0.0524918362498283,-1.6714987624436617,0.4739416539669037,19.379254445433617,2018-12,-56.7433,-61.8416,5.994969971692357
33.97625656798482,273.61805840215135,0.0573747977614402,0.0592059083282947,-1.6730246879160404,0.4691207408905029,19.379254445433617,2018-12,-56.6433,-61.8416,8.416391943544992
33.96557508967817,273.6177358215134,0.0646992400288581,0.0653096102178096,-1.674855798482895,0.4539490640163421,19.379254445433617,2018-12,-56.5433,-61.8416,5.752740238671823
33.948789909482,273.6193487247032,0.0787377543747425,0.0708029419183731,-1.6791283898055551,0.44794562458992,19.226661890745163,2018-12,-56.4433,-61.8416,3.2842205545565637
33.94268620759249,273.6219293698068,0.0836207158863544,0.073244422674179,-1.681569870561361,0.4437580406665802,19.07406933605671,2018-12,-56.3433,-61.8416,5.078240831254981
33.93658250570297,273.6248325955483,0.0866725668311119,0.075685903429985,-1.684316536411643,0.4618561267852783,19.07406933605671,2018-12,-56.2433,-61.8416,5.056854258284267
33.92590102739632,273.627090660014,0.0866725668311119,0.078127384185791,-1.686758017167449,0.4292008578777313,19.226661890745163,2018-12,-56.1433,-61.8416,5.211775766353367
33.90301214531064,273.6287035632037,0.0860621966421604,0.0817896053194999,-1.6895046830177307,0.4410010576248169,19.07406933605671,2018-12,-56.0433,-61.8416,7.071919658048444
33.82213809527457,273.62644549873806,0.0921658985316753,0.1037629321217536,-1.6959135700017214,0.4743427038192749,18.61629167199135,2018-12,-55.9433,-61.8416,6.267469022407923
33.79314551129937,273.6209616278929,0.1001007109880447,0.1171910762786865,-1.7001861613243818,0.4712837040424347,18.7688842266798,2018-12,-55.8433,-61.8416,4.532377997404728
33.78246403299272,273.6083809830128,0.1086458936333656,0.1275673694908619,-1.7056794930249453,0.4671743214130401,18.7688842266798,2018-12,-55.7433,-61.8416,6.489592265896863
33.79161958582699,273.5880584028219,0.114139225333929,0.1312295906245708,-1.7114780098199844,0.443596214056015,18.158514007925987,2018-12,-55.6433,-61.8416,13.780236673162754
33.82824179716408,273.5632196936997,0.114139225333929,0.1263466291129589,-1.7175817117094994,0.4373078048229217,17.548143789172173,2018-12,-55.5433,-61.8416,15.401192135179402
33.93047880381346,273.5306390492666,0.0921658985316753,0.0915555283427238,-1.7279580049216747,0.3529148399829864,18.46369911730289,2018-12,-55.4433,-61.8416,3.3505275857816312
33.968626940622926,273.4925745339884,0.076906643807888,0.0695822015404701,-1.731315040960908,0.3221671879291534,20.29480977356434,2018-12,-55.3433,-61.8416,10.236399234841194
33.9991454500705,273.44934872850297,0.0622577592730522,0.0457777641713619,-1.7334513366222382,0.2844100296497345,23.34666086733341,2018-12,-55.2433,-61.8416,13.335119919378936
34.02203433215618,273.40386485855186,0.0482192449271678,0.0231940671801567,-1.7343668919056654,0.3031359612941742,25.940734297037125,2018-12,-55.1433,-61.8416,6.071823404371948
34.03881951235235,273.3554777628592,0.037232581526041,0.0079348124563694,-1.7340617068111897,0.3073995411396026,27.314067289233208,2018-12,-55.0433,-61.8416,50.32255901178357
34.05713061802089,273.3064455058906,0.0238044373691082,-0.0018311105668544,-1.7316202260553837,0.3249775469303131,28.53480772674084,2018-12,-54.9433,-61.8416,11.841860069368016
34.06018246896565,273.2558003457323,0.0195318460464477,-0.0030518509447574,-1.730094300583005,0.3236345052719116,28.53480772674084,2018-12,-54.8433,-61.8416,13.838619464127984
34.05865654349327,273.20515518557403,0.0170903652906417,-0.0061037018895149,-1.7282631900161505,0.2905904948711395,28.68740028142929,2018-12,-54.7433,-61.8416,9.2106152969624
34.054078767076135,273.1583809930711,0.0158696249127388,-0.0115970335900783,-1.726432079449296,0.2985303401947021,28.382215172052383,2018-12,-54.6433,-61.8416,6.041787570482725
34.04797506518662,273.1154777682236,0.0183111056685447,-0.0170903652906417,-1.72399059869349,0.2979555130004883,27.46665984392166,2018-12,-54.5433,-61.8416,17.947485165504553
34.040345437824726,273.0793487367731,0.0329599902033805,-0.0207525864243507,-1.7188024520874023,0.278828889131546,25.025178968906403,2018-12,-54.4433,-61.8416,29.94734605690763
34.03424173593521,273.0503164793575,0.0427259132266044,-0.0134281441569328,-1.7160557862371206,0.3010427057743072,24.26221619546413,2018-12,-54.3433,-61.8416,15.47274414075854
34.02508618310094,273.0293487378907,0.0506607256829738,0.0012207403779029,-1.7142246756702662,0.307306706905365,23.65184597671032,2018-12,-54.2433,-61.8416,63.80820660045004
34.005249151960015,273.0161229317347,0.0549333170056343,0.0177007354795932,-1.7130039352923632,0.3107399642467499,23.041475757956505,2018-12,-54.1433,-61.8416,59.46945973871863
33.97625656798482,273.0061229319582,0.0555436871945858,0.0305185094475746,-1.7126987501978874,0.3154537975788116,22.43110553920269,2018-12,-54.0433,-61.8416,37.02132919959816
33.90301214531064,272.99838099664737,0.0537125766277313,0.0500503554940223,-1.713309120386839,0.3218459784984588,22.27851298451424,2018-12,-53.9433,-61.8416,16.421067647924716
33.874019561335444,272.9883809968709,0.0555436871945858,0.0604266487061977,-1.714529860764742,0.319520503282547,22.125920429825783,2018-12,-53.8433,-61.8416,47.03981934802465
33.86028623208404,272.9774132551806,0.0585955381393432,0.0689718313515186,-1.716666156426072,0.3310925364494324,21.97332787513733,2018-12,-53.7433,-61.8416,43.07086750503156
33.861812157556415,272.9619293845589,0.0622577592730522,0.0695822015404701,-1.719107637181878,0.3238222002983093,21.97332787513733,2018-12,-53.6433,-61.8416,38.09905453173063
33.872493635863066,272.9448326107475,0.0646992400288581,0.0610370188951492,-1.7212439328432083,0.3145643472671509,22.27851298451424,2018-12,-53.5433,-61.8416,27.06431499329041
34.031189884990454,273.6216067891688,-0.0683614611625671,0.0402844324707984,-1.661427654325962,0.3312905132770538,23.804438531398773,2018-12,-57.7433,-61.7416,5.260979747453143
34.02508618310094,273.61999388597906,-0.0579851679503917,0.0555436871945858,-1.6623432096093893,0.3232523500919342,21.820735320448875,2018-12,-57.6433,-61.7416,5.708190966127542
34.02203433215618,273.61547775704776,-0.0329599902033805,0.0653096102178096,-1.6641743201762438,0.3523423969745636,20.142217218875885,2018-12,-57.5433,-61.7416,0.7951257478740137
34.04797506518662,273.6083809830128,0.0146488845348358,0.0457777641713619,-1.667531356215477,0.382559210062027,18.005921453237534,2018-12,-57.4433,-61.7416,1.3602254648879502
34.06323431991041,273.600639047702,0.0244148075580596,0.033570360392332,-1.6681417264044285,0.4016593992710113,18.158514007925987,2018-12,-57.3433,-61.7416,4.258517657852384
34.06781209632754,273.59225195111526,0.0280770286917686,0.0311288796365261,-1.6681417264044285,0.3965500891208648,18.921476781368256,2018-12,-57.2433,-61.7416,2.3863192184014235
34.066286170855165,273.58580033835625,0.0317392498254776,0.033570360392332,-1.6681417264044285,0.4181980788707733,19.684439554810524,2018-12,-57.1433,-61.7416,5.737206145579514
34.06323431991041,273.58289711261466,0.0354014709591865,0.0366222113370895,-1.6684469114989042,0.4721491932868957,20.142217218875885,2018-12,-57.0433,-61.7416,5.702074113263253
34.05865654349327,273.5790261449593,0.0421155430376529,0.0366222113370895,-1.6693624667823317,0.4430032670497894,21.820735320448875,2018-12,-56.9433,-61.7416,5.722817353157365
34.054078767076135,273.57741324176953,0.0451673939824104,0.037232581526041,-1.6696676518768072,0.445482075214386,22.583698093891144,2018-12,-56.8433,-61.7416,5.263470678863459
