CHLm,OMLm,SSSm,SSTm,Um,Vm,ZOSm,Longitud,Latitud,Krill
0.4481034466152778,67.03428649902344,33.84752655029297,2.5835413932800293,-0.0232476908713579,-0.043729268014431,-1.4909639358520508,-67.0,-65.15625,3.0353286
0.4481034466152778,67.9476318359375,33.86359405517578,2.592620372772217,-0.0196798760443925,-0.043729268014431,-1.4920364618301392,-66.9,-65.15625,3.9329114
0.4481034466152778,69.71192169189453,33.879722595214844,2.597405433654785,-0.0182304456830024,-0.0375301018357276,-1.4929544925689695,-66.8,-65.15625,4.645618
0.4237267148710089,73.35293579101562,33.90470886230469,2.5954158306121826,-0.018969539552927,-0.0375301018357276,-1.4939517974853516,-66.7,-65.15625,2.7093046
0.4237267148710089,74.74702453613281,33.914005279541016,2.587390661239624,-0.0189574491232633,-0.0318433307111263,-1.4939990043640137,-66.6,-65.15625,2.2962708
0.4237267148710089,76.76545715332031,33.92186737060547,2.578596830368042,-0.0170048791915178,-0.0263497047126293,-1.493769645690918,-66.5,-65.15625,3.0630393
0.4237267148710089,80.66023254394531,33.92886734008789,2.568568706512451,-0.0126675367355346,-0.0230613704770803,-1.493260383605957,-66.4,-65.15625,2.2451448
0.39811834540159907,86.00765991210938,33.93487548828125,2.563161849975586,-0.006279211025685,-0.0167602524161338,-1.4924187660217283,-66.3,-65.15625,1.5250101
0.39811834540159907,92.07184600830078,33.94247817993164,2.5647544860839844,0.008316196501255,-0.0167602524161338,-1.489474534988403,-66.2,-65.15625,1.5572101
0.39811834540159907,92.46099853515624,33.943092346191406,2.5745415687561035,0.0123796379193663,-0.0121364807710051,-1.4873454570770264,-66.1,-65.15625,1.6546507
0.39811834540159907,91.07185363769533,33.94081115722656,2.588623046875,0.0119219673797488,-0.0065469900146126,-1.484870195388794,-66.0,-65.15625,1.6546507
0.39811834540159907,91.3712387084961,33.93339920043945,2.6055922508239746,0.0078404927626252,-0.0031251173932105,-1.482150316238403,-65.9,-65.15625,1.6546507
0.39639248825551476,93.25405883789062,33.91582489013672,2.626168727874756,0.0026640079449862,-0.0057130875065922,-1.4792858362197876,-65.8,-65.15625,2.4715924
0.39639248825551476,86.82038879394531,33.85568618774414,2.675118923187256,-0.0021258073393255,-0.0057130875065922,-1.4737091064453125,-65.7,-65.15625,2.3768306
0.39639248825551476,81.20797729492188,33.834999084472656,2.7055482864379883,0.0002787969715427,-0.0119217745959758,-1.4714584350585938,-65.6,-65.15625,1.1959375
0.39639248825551476,79.35281372070312,33.82499694824219,2.7348527908325195,0.0049651372246444,-0.0187801085412502,-1.4698647260665894,-65.5,-65.15625,1.6043221
0.3795319116761675,77.61018371582031,33.81938934326172,2.759676933288574,0.0103833535686135,-0.0249644741415977,-1.4689655303955078,-65.4,-65.15625,2.9280498
0.3795319116761675,76.80048370361328,33.81419372558594,2.777435064315796,0.0152593571692705,-0.0374479889869689,-1.468631625175476,-65.3,-65.15625,2.4055884
0.3795319116761675,76.57903289794922,33.810035705566406,2.818535804748535,0.0202726628631353,-0.0374479889869689,-1.4687199592590332,-65.2,-65.15625,3.2787538
0.3795319116761675,77.66229248046875,33.8089485168457,2.841914892196656,0.021113259717822,-0.0446362569928169,-1.468753457069397,-65.1,-65.15625,3.4073606
0.3795319116761675,78.1041259765625,33.80455780029297,2.865206718444824,0.0209372472018003,-0.0526503957808017,-1.468661189079285,-65.0,-65.15625,3.5257568
0.33383630579919554,77.23095703125,33.79655456542969,2.8978826999664307,0.0178149845451116,-0.0610205233097076,-1.468386173248291,-64.9,-65.15625,4.060787
0.33383630579919554,75.52691650390625,33.784423828125,2.941880226135254,0.0098809553310275,-0.074625939130783,-1.4678035974502563,-64.8,-65.15625,3.0755877
0.33383630579919554,65.01432800292969,33.740264892578125,3.087496042251587,-0.0169160477817058,-0.074625939130783,-1.4648621082305908,-64.7,-65.15625,2.933844
0.33383630579919554,57.285526275634766,33.70769119262695,3.1951608657836914,-0.0239376034587621,-0.0732972845435142,-1.4623355865478516,-64.6,-65.15625,0.0853468
0.31477143238589644,50.83901596069336,33.680450439453125,3.3294119834899902,-0.0203425772488117,-0.0650143176317215,-1.4599593877792358,-64.5,-65.15625,-0.6260739
0.31477143238589644,47.09886169433594,33.66324615478516,3.485193967819214,-0.0125560099259018,-0.0548761896789073,-1.4591176509857178,-64.4,-65.15625,-0.47621447
0.31477143238589644,44.58992385864258,33.65100860595703,3.623404502868652,-0.0073463162407279,-0.043643370270729,-1.4605848789215088,-64.3,-65.15625,-0.46242264
1.4916514373908283,45.36016082763672,33.470359802246094,-0.0785044729709625,0.0013548468705266,-0.0037039178423583,-1.4453656673431396,-59.5,-65.15625,109.93419
1.4916514373908283,44.26737976074219,33.459564208984375,-0.2324118316173553,-0.012076886370778,0.000314662407618,-1.4441826343536377,-59.4,-65.15625,93.20189
1.4916514373908283,43.45790863037109,33.45264434814453,-0.5035900473594666,-0.0248914398252964,-0.0271073430776596,-1.4425678253173828,-59.3,-65.15625,50.50023
1.4916514373908283,41.45075988769531,33.453086853027344,-0.7765216827392578,-0.0358174666762352,-0.0271073430776596,-1.4415779113769531,-59.2,-65.15625,40.955967
1.6323128875228576,41.026214599609375,33.45802307128906,-0.816171407699585,-0.0361252576112747,-0.0463745556771755,-1.4424898624420166,-59.1,-65.15625,24.5483
1.6323128875228576,38.7161865234375,33.463043212890625,-0.7306374311447144,-0.0353596918284893,-0.0606324598193168,-1.4438546895980835,-59.0,-65.15625,10.860454
1.6323128875228576,37.65708923339844,33.470680236816406,-0.6741772890090942,-0.0343149490654468,-0.0487791821360588,-1.4451050758361816,-58.9,-65.15625,20.365875
1.6323128875228576,36.00217056274414,33.47996139526367,-0.5946529507637024,-0.0333957336843013,-0.0181611645966768,-1.4460537433624268,-58.8,-65.15625,24.875626
1.6323128875228576,34.06461715698242,33.50030517578125,-0.495807945728302,-0.030815239995718,-0.0181611645966768,-1.4471609592437744,-58.7,-65.15625,35.062412
1.620045986783225,33.60454559326172,33.51128387451172,-0.487855315208435,-0.0274523366242647,-0.0005272999987937,-1.447703838348389,-58.6,-65.15625,38.725063
1.620045986783225,34.39786911010742,33.52281188964844,-0.4900980293750763,-0.0229886937886476,0.0156217236071825,-1.4483147859573364,-58.5,-65.15625,54.254013
1.620045986783225,36.067474365234375,33.534297943115234,-0.4787233471870422,-0.0171112455427646,0.0282189007848501,-1.448981761932373,-58.4,-65.15625,54.681877
1.620045986783225,38.02788543701172,33.5472412109375,-0.4729481935501098,-0.0121085811406373,0.049750842154026,-1.4496514797210691,-58.3,-65.15625,21.941778
1.5442763469764031,43.05582427978516,33.57306671142578,-0.4317251443862915,-0.0049683204852044,0.049750842154026,-1.4503355026245115,-58.2,-65.15625,19.587158
1.5442763469764031,45.4892578125,33.58742141723633,-0.4853169918060303,-0.0025188717991113,0.0624384805560112,-1.450302243232727,-58.1,-65.15625,12.45625
1.5442763469764031,48.52680969238281,33.60065841674805,-0.5362119674682617,-0.0002986671170219,0.0753944516181945,-1.450170397758484,-58.0,-65.15625,5.1005006
1.5442763469764031,50.533447265625,33.613067626953125,-0.5430623292922974,0.0008020077948458,0.0846275985240936,-1.4500606060028076,-57.9,-65.15625,7.667602
1.5442763469764031,52.07640838623047,33.6251220703125,-0.5783053040504456,0.0013542432570829,0.0795900151133537,-1.4498851299285889,-57.8,-65.15625,4.588288
1.5150088074733503,55.43608093261719,33.64849853515625,-0.6404612064361572,-0.0016069484408944,0.0795900151133537,-1.4495728015899658,-57.7,-65.15625,5.239384
1.5150088074733503,57.03917694091797,33.660308837890625,-0.6522898077964783,-0.0037851734086871,0.0686371102929115,-1.4495229721069336,-57.6,-65.15625,5.539533
1.5150088074733503,57.88838195800781,33.671630859375,-0.6385464668273926,-0.0058108787052333,0.0569666288793087,-1.449781894683838,-57.5,-65.15625,10.344617
1.5150088074733503,60.33113861083984,33.681861877441406,-0.620647668838501,-0.0076392185874283,0.0469116829335689,-1.4503438472747805,-57.4,-65.15625,12.015353
1.5944935512379743,61.3973388671875,33.69075393676758,-0.6436965465545654,-0.0080940164625644,0.0320843830704689,-1.4512203931808472,-57.3,-65.15625,7.167156
1.5944935512379743,64.26094818115234,33.70589065551758,-0.5105516910552979,-0.0154748372733592,0.0320843830704689,-1.4537439346313477,-57.2,-65.15625,9.694193
1.5944935512379743,65.0068359375,33.71295166015625,-0.4555179476737976,-0.0195398777723312,0.0258543659001588,-1.4548287391662598,-57.1,-65.15625,10.957333
1.5944935512379743,65.983642578125,33.71989440917969,-0.3741014897823334,-0.0245556980371475,0.0209634955972433,-1.4557690620422363,-57.0,-65.15625,14.240932
1.5944935512379743,66.75334930419922,33.727027893066406,-0.2303409576416015,-0.025797763839364,0.0200513992458581,-1.4564120769500732,-56.9,-65.15625,41.21044
1.6601054085185751,67.14811706542969,33.734458923339844,-0.1578594446182251,-0.0254377406090497,0.0391783155500888,-1.4571664333343506,-56.8,-65.15625,21.283203
1.6601054085185751,68.97377014160156,33.749996185302734,-0.1060139387845993,-0.017526114359498,0.0391783155500888,-1.4582152366638184,-56.7,-65.15625,22.556698
1.6601054085185751,69.66093444824219,33.758087158203125,0.0733787193894386,-0.0137228118255734,0.0569101050496101,-1.4587901830673218,-56.6,-65.15625,2.3464274
1.6601054085185751,69.97671508789062,33.76612091064453,0.1174867078661918,-0.0095244878903031,0.0742351710796356,-1.4590708017349243,-56.5,-65.15625,2.4039905
1.7187341654789634,70.14766693115234,33.774131774902344,0.1875475943088531,-0.005252372007817,0.0872323364019393,-1.4592519998550415,-56.4,-65.15625,5.213142
1.7187341654789634,70.24110412597656,33.782466888427734,0.2074057161808014,-0.0012194660957902,0.0911311209201812,-1.459320902824402,-56.3,-65.15625,9.340228
