Fecha,Latitud,Longitud,Krill,EKEm,SIFm,SSSm,SSTm,Um,Vm,ZOSm,chlm,bat
1993-01-01,-61.8416,-57.7433,3.252878944036735,0.0802027357307885,0.0,33.9060639962554,0.9345100046285926,-0.0561540573835372,-0.0079348124563694,-1.6669209860265255,0.1553592085838318,-245
1993-01-01,-61.8416,-57.6433,1.1494454854294185,0.029003825457205,0.0,34.20667131431401,0.9638648426821382,-0.0122074037790298,0.0262459181249141,-1.743217259645462,0.1560409367084503,-300
1993-01-01,-61.8416,-57.5433,0.0,0.1226494813301921,0.0,33.849604753777385,1.0009616160465091,0.0811792351305484,0.037232581526041,-1.7029328271746635,0.1442632973194122,-243
1993-01-01,-61.8416,-57.4433,0.0,0.0309909415276695,0.0,34.102908382192254,1.0451551634458032,0.0048829615116119,0.0146488845348358,-1.740775778889656,0.1472507566213607,-246
1993-01-01,-61.8416,-57.3433,4.929757287206027,0.5312633513454139,0.0,33.85723438113928,1.0899938721209992,0.3741569258272648,0.0018311105668544,-1.6461683996021748,0.148033395409584,-278
1993-01-01,-61.8416,-57.2433,10.663290904327807,0.1572932385187131,0.0,33.85876030661166,1.1232196778299577,0.1110873743891716,-0.0024414807558059,-1.6641743201762438,,-296
1993-01-01,-61.8416,-57.1433,16.44226370200343,0.0333197279000118,0.0,33.98846397176385,1.140316451641363,0.0189214758574962,-0.0018311105668544,-1.733756521716714,,-325
1993-01-01,-61.8416,-57.0433,22.060252611636205,0.1105730704457754,0.0,33.8557084556669,1.140316451641363,-0.0762962736189365,-0.0006103701889514,-1.608630632981658,,-356
1993-01-01,-61.8416,-56.9433,26.285533071775863,0.0201514621464831,0.0,34.06018246896565,1.126122903571517,-0.0097659230232238,0.0030518509447574,-1.732535781338811,,-371
1993-01-01,-61.8416,-56.8433,29.910713193560323,0.0121155023180596,0.0006451612759021,33.86791585944593,1.1051551621046989,-0.0006103701889514,0.0103762932121753,-1.6104617435485125,,-412
1993-01-01,-61.8416,-56.7433,34.68936781559915,0.2993304196007209,0.0,33.86486400850117,1.0870906463794396,0.2069154940545559,0.0225836969912052,-1.5555284265428782,,-464
1993-01-01,-61.8416,-56.6433,40.51148253280901,0.044594633480262,0.0,34.05865654349327,1.0716067757577892,-0.0305185094475746,0.0366222113370895,-1.7343668919056654,,-507
1993-01-01,-61.8416,-56.5433,45.03808972001347,,0.0009677419138531,,1.063219679171062,,0.0476088747382164,,,-563
1993-01-01,-61.8416,-56.4433,42.73867257191654,0.2404982474308924,0.0,33.96557508967817,1.0593487115156492,0.1519821770489215,0.0549333170056343,-1.7291787452995775,,-717
1993-01-01,-61.8416,-56.3433,33.35022110978462,0.1827730064687646,0.0,33.84502697736025,1.0599938727915514,0.112918484956026,0.0524918362498283,-1.5994750801473856,,-932
1993-01-01,-61.8416,-56.2433,20.012840696454404,0.0887369943099412,0.0,33.835871424525976,1.0658003242746703,0.0500503554940223,0.0476088747382164,-1.5155491791665554,,-609
1993-01-01,-61.8416,-56.1433,4.122783147432574,0.642216766769969,0.0,33.874019561335444,1.076445485327055,0.4004028439521789,0.0408948026597499,-1.6611224692314863,,-1001
1993-01-01,-61.8416,-56.0433,0.0,0.1409016809456461,0.0,33.84502697736025,1.0919293559487055,0.0964384898543357,0.0329599902033805,-1.5567491669207811,,-1233
1993-01-01,-61.8416,-55.9433,0.0,0.3583928263866771,0.0,33.874019561335444,1.1109616135878175,0.1409955136477947,0.0225836969912052,-1.6077150776982307,,-1692
1993-01-01,-61.8416,-55.8433,0.0,0.0242310046361192,0.0,33.86638993397355,1.1277358067612722,0.0170903652906417,0.0225836969912052,-1.548509169369936,,-2103
1993-01-01,-61.8416,-55.7433,0.0,0.2818615250948237,0.0,33.835871424525976,1.1377358065377547,0.1709036529064178,0.0244148075580596,-1.452375864610076,,-2495
1993-01-01,-61.8416,-55.6433,0.0,0.2059997127079716,0.0,33.87096771039069,1.138703548451608,-0.0170903652906417,0.0280770286917686,-1.6052735969424248,,-2670
1993-01-01,-61.8416,-55.5433,0.0,0.0540789365220077,0.0,33.874019561335444,1.1306390325028317,0.034791100770235,0.0354014709591865,-1.539048431441188,,-2312
1993-01-01,-61.8416,-55.4433,0.0,0.1581718729697854,0.0,33.86486400850117,1.1158003231570832,-0.0311288796365261,0.0616473890841007,-1.618396556004882,,-1052
1993-01-01,-61.8416,-55.3433,0.0,0.0575304258893421,0.0,33.89080474153161,1.0961229042420693,-0.0189214758574962,0.074465163052082,-1.5347758401185274,,-1363
1993-01-01,-61.8416,-55.2433,0.0,0.3180081403114497,0.0,33.838923275470734,1.076445485327055,0.1287881098687648,0.0762962736189365,-1.4047669898718596,,-2042
1993-01-01,-61.8416,-55.1433,0.0,0.162266659311513,0.0,33.86028623208404,1.0548325825843343,0.111697744578123,0.0610370188951492,-1.614734334871173,,-2039
1993-01-01,-61.8416,-55.0433,0.2679807971228177,0.0737563618267675,0.0,33.88927881605923,1.02580032516874,-0.0427259132266044,0.038453321903944,-1.5405743569135666,,-2096
1993-01-01,-61.8416,-54.9433,0.4659623288746284,0.2727091381812008,0.0,33.86333808302879,0.9828971003212502,0.1855525374412536,0.0164799951016902,-1.564073609188199,,-1568
1993-01-01,-61.8416,-54.8433,0.4287363132148626,0.0794888544251905,0.0,33.872493635863066,0.9203164565587464,-0.0317392498254776,0.0140385143458843,-1.5457625035196545,,-1272
1993-01-01,-61.8416,-54.7433,0.253155276957544,0.1961103364660419,0.0,33.84044920094311,0.8390261357950815,0.0610370188951492,0.0115970335900783,-1.374553665518761,,-779
1993-01-01,-61.8416,-54.6433,0.0084742074656395,0.0871996649988604,0.0,33.896908443421125,0.747090653979032,-0.0012207403779029,0.0079348124563694,-1.5414899121969938,,-734
1993-01-01,-61.8416,-54.5433,0.0,0.0841868447328582,0.0,33.87859733775258,0.6470906562142061,-0.0158696249127388,0.0024414807558059,-1.5482039842754602,,-779
1993-01-01,-61.8416,-54.4433,0.0,0.115783862450272,0.0,33.90301214531064,0.5416067876042124,0.0036622211337089,-0.0170903652906417,-1.539048431441188,,-533
1993-01-01,-61.8416,-54.3433,0.0,0.1953356263717137,0.0,33.861812157556415,0.4332196932526593,0.1239051483571529,-0.0274666585028171,-1.5326395444571972,,-336
1993-01-01,-61.8416,-54.2433,0.0,0.1529412804904708,0.0,33.84197512641549,0.3290261471944698,-0.0048829615116119,-0.033570360392332,-1.3818781077861786,,-295
1993-01-01,-61.8416,-54.1433,0.0,0.1133547990301595,0.0,33.89233066700399,0.2380584072922734,0.0280770286917686,-0.032349620014429,-1.5289773233234882,,-297
1993-01-01,-61.8416,-54.0433,0.0067202606549998,0.435290240725377,0.0,33.84197512641549,0.1732196990641121,0.3027436137199402,-0.0250251777470111,-1.4746543765068054,,-310
1993-01-01,-61.8416,-53.9433,0.3560071129777569,0.0700251837886461,0.0,33.89080474153161,0.1393487320792517,0.0250251777470111,-0.0097659230232238,-1.5192114003002644,,-320
1993-01-01,-61.8416,-53.8433,0.7193558448543848,0.4683126679279152,0.0,33.84502697736025,0.1422519578208112,0.3283791616559028,-0.0103762932121753,-1.3968321774154902,,-635
1993-01-01,-61.8416,-53.7433,1.0389758302070853,0.1422489954385998,0.0,33.8343454990536,0.1722519571502589,-0.0726340524852275,-0.0140385143458843,-1.3989684730768204,,-655
1993-01-01,-61.8416,-53.6433,1.2672085827337285,0.043546394763331,0.0,33.88164918869734,0.2154777626356998,0.0238044373691082,-0.0164799951016902,-1.511276587843895,,-596
1993-01-01,-61.8416,-53.5433,1.3834540778824578,0.2487151796519675,0.0,33.861812157556415,0.2648326002422106,0.1678518019616603,-0.0158696249127388,-1.3351847883313894,,-558
1993-01-01,-61.7416,-57.7433,9.241342982453103,0.0876598697107553,0.0,33.896908443421125,0.9787035520278866,-0.0561540573835372,0.0036622211337089,-1.6678365413099527,0.1532606929540634,-326
