SSSm,SSTm,Um,Vm,ZOSm,CHLm,OMLm,Fecha,Longitud,Latitud,Krill
33.59172334894538,273.5087035658859,-0.0189214758574962,0.0054933317005634,-1.6006958205252886,0.338161826133728,14.038515031337738,2019-12,-57.7433,-61.8416,12.093970847523064
33.571886317804456,273.5051551788685,-0.0195318460464477,0.0091555528342723,-1.6010010056197643,0.3299583494663238,14.343700140714644,2019-12,-57.6433,-61.8416,18.878273437175054
33.559678914025426,273.50612292078233,-0.0177007354795932,0.0146488845348358,-1.6016113758087158,0.3487947881221771,15.41184802353382,2019-12,-57.5433,-61.8416,50.29538844859339
33.56273076497018,273.515155178645,-0.0128177739679813,0.0103762932121753,-1.6028321161866188,0.3651679158210754,17.242958679795265,2019-12,-57.4433,-61.8416,13.939960398190433
33.561204839497805,273.5299938879907,-0.0091555528342723,0.0109866634011268,-1.6031373012810946,0.3913763463497162,16.63258846104145,2019-12,-57.3433,-61.8416,22.346994781059877
33.55052336119115,273.54612291988826,-0.0030518509447574,0.0146488845348358,-1.603747671470046,0.42255300283432,15.869625687599182,2019-12,-57.2433,-61.8416,6.213214847175212
33.536790031939745,273.55870356476834,0.0054933317005634,0.0195318460464477,-1.6043580416589975,0.451443612575531,15.41184802353382,2019-12,-57.1433,-61.8416,6.224897021459323
33.523056702688336,273.56354227433764,0.0158696249127388,0.0238044373691082,-1.6052735969424248,0.4568186700344085,15.564440578222277,2019-12,-57.0433,-61.8416,6.6794876831244885
33.50321967154741,273.5603164679581,0.0366222113370895,0.0311288796365261,-1.6080202627927065,0.4947420358657837,16.17481079697609,2019-12,-56.9433,-61.8416,4.813198112332559
33.49101226776838,273.54902614562985,0.0469985045492649,0.038453321903944,-1.6095461882650852,0.5095745325088501,15.717033132910728,2019-12,-56.8433,-61.8416,3.7952364090341
33.4757530130446,273.5319293718184,0.0579851679503917,0.0488296151161193,-1.6119876690208912,0.5210403203964233,15.41184802353382,2019-12,-56.7433,-61.8416,5.817616730121069
33.463545609265566,273.5177358237486,0.0695822015404701,0.0579851679503917,-1.614734334871173,0.4771747291088104,15.717033132910728,2019-12,-56.6433,-61.8416,6.947423024028577
33.45439005643129,273.5067680820582,0.0799584947526454,0.0634784996509552,-1.6177861858159304,0.4608304798603058,16.785181015729904,2019-12,-56.5433,-61.8416,8.833407082016464
33.44370857812464,273.501929372489,0.0891140475869178,0.0567644275724887,-1.624195072799921,0.4357537925243377,18.46369911730289,2019-12,-56.4433,-61.8416,12.269193211210926
33.43760487623513,273.5009616305751,0.0891140475869178,0.0506607256829738,-1.6269417386502028,0.4558015763759613,19.226661890745163,2019-12,-56.3433,-61.8416,10.148720559480704
33.43302709981799,273.49999388866127,0.0860621966421604,0.0451673939824104,-1.6293832194060087,0.4253084063529968,20.142217218875885,2019-12,-56.2433,-61.8416,28.639939065080693
33.429975248873234,273.49547775973,0.0805688649415969,0.0402844324707984,-1.6312143299728632,0.4574697613716125,21.057772547006607,2019-12,-56.1433,-61.8416,8.902944807024355
33.429975248873234,273.4825745342119,0.0738547928631305,0.0366222113370895,-1.6330454405397177,0.4571134746074676,21.97332787513733,2019-12,-56.0433,-61.8416,57.088604366529815
33.43150117434561,273.4651551797626,0.0573747977614402,0.0299081392586231,-1.6357921063899994,0.4632313251495361,23.499253422021862,2019-12,-55.9433,-61.8416,65.51492459742471
33.43302709981799,273.4419293738301,0.0500503554940223,0.0292977690696716,-1.6367076616734266,0.4523801803588867,24.56740130484104,2019-12,-55.8433,-61.8416,8.885690985413943
33.43607895076275,273.4145100196042,0.0445570237934589,0.0317392498254776,-1.6379284020513296,0.4180349111557007,25.33036407828331,2019-12,-55.7433,-61.8416,55.11290593978384
33.439130801707506,273.3893487298441,0.0427259132266044,0.038453321903944,-1.6391491424292326,0.409056007862091,25.635549187660217,2019-12,-55.6433,-61.8416,10.540894747063328
33.43455302529037,273.3648326013597,0.0451673939824104,0.0512710958719253,-1.6412854380905628,0.4076798558235168,25.33036407828331,2019-12,-55.5433,-61.8416,16.891945020444272
33.428449323400855,273.3441874405309,0.0689718313515186,0.0933866389095783,-1.648304695263505,0.4313976168632507,25.177771523594856,2019-12,-55.4433,-61.8416,17.116329254783142
33.45896783284843,273.32354227970205,0.0805688649415969,0.111697744578123,-1.6537980269640684,0.3700305819511413,24.26221619546413,2019-12,-55.3433,-61.8416,57.769393669134615
33.513901149854064,273.3054777639768,0.079348124563694,0.114139225333929,-1.6605120990425348,0.3528085052967071,23.957031086087227,2019-12,-55.2433,-61.8416,73.45976397640365
33.57036039233208,273.2822519580443,0.0659199804067611,0.1007110811769962,-1.666310615837574,0.3093904256820678,24.87258641421795,2019-12,-55.1433,-61.8416,43.3487848867495
